cidade,estado,bairro,tipo,m2,quartos,banheiros,garagem,valor,endereco,link
Senador Canedo,GO,Jardins Capri,CASA,220²,4,4,4, 1870000Cond: 550,"Av.vitória Régia, 11",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-capri-443m2-RS1870000/id-28067563/
Senador Canedo,GO,Residencial Paraíso,OPORTUNIDADE,150²,2,,,246000.0,"Rua Rp 04, --",https://www.chavesnamao.com.br/imovel/casa-a-venda-2-quartos-com-garagem-go-senador-canedo-residencial-paraiso-150m2-RS246000/id-31611459/
Senador Canedo,GO,Terras Alpha Residencial 2,TERRENO,303²,,,,175000.0,Alameda Malta,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-terras-alpha-residencial-2-303m2-RS175000/id-25888991/
Senador Canedo,GO,Residencial Morada do Bosque II,SOBRADO,189²,3,4,4,101241.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-morada-do-bosque-ii-189m2-RS101241/id-31089414/
Senador Canedo,GO,Jardins Nápoles,JARDINS,353²,,,,450000.0,"Go 403, S/N",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-napoles-353m2-RS450000/id-30817234/
Senador Canedo,GO,Jardins Porto,CASA,197²,3,5,4, 1489000Cond: 350,Rua Adra,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-porto-375m2-RS1489000/id-14831370/
Senador Canedo,GO,Jardins Parma,ÁGIO,275²,,,,140250.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-parma-275m2-RS140250/id-31219135/
Senador Canedo,GO,Jardim Todos os Santos,CASA,110²,3,2,2, 400000Iptu: 700,"Rua Mestra Maria Peclat, Casa 1",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-jardim-todos-os-santos-180m2-RS400000/id-29018053/
Senador Canedo,GO,Residencial Marília,CASA,108²,3,2,2, 350000Iptu: 87,Rua Morrinhos,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-marilia-180m2-RS350000/id-19983848/
Senador Canedo,GO,Jardins Capri,SOBRADO,265²,4,5,,1750000.0,"Rua Orquídea, S/N",https://www.chavesnamao.com.br/imovel/casa-a-venda-4-quartos-go-senador-canedo-jardins-capri-326m2-RS1750000/id-30587295/
Senador Canedo,GO,Jardins Capri,CASA,151²,3,3,4,1100000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-capri-151m2-RS1100000/id-31089375/
Senador Canedo,GO,Jardins Barcelona,ÁGIO,358²,,,,500000.0,Rua Volturno,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-barcelona-358m2-RS500000/id-29019521/
Senador Canedo,GO,Terras Alpha Residencial 2,CASA,152²,3,3,4, 920000Cond: 550,"Alameda Turquia, csa 22",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-2-304m2-RS920000/id-30346924/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,175²,3,1,4,1095000.0,"Rua Alameda Grécia, 5",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1095000/id-29077213/
Senador Canedo,GO,Sítios Vale das Brisas,CASA,90²,3,2,2, 500000Cond: 400,"Avenida Dos Eucaliptos, 614",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-sitios-vale-das-brisas-220m2-RS500000/id-30861833/
Senador Canedo,GO,Conjunto Morada do Morro,SOBRADO,250²,4,3,4,700000.0,Rua S31,https://www.chavesnamao.com.br/imovel/casa-a-venda-4-quartos-com-garagem-go-senador-canedo-conjunto-morada-do-morro-230m2-RS700000/id-29949854/
Senador Canedo,GO,Jardins Bolonha,CASA,240²,4,6,2,1760000.0,"Rua Dos Jacarandas, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-360m2-RS1760000/id-23690453/
Senador Canedo,GO,Condomínio Alto da Boa Vista,TERRENO,266²,,,, 299973Iptu: 500,"Ab 1, 53",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-266m2-RS299973/id-28531237/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,252²,4,5,4, 2100000Cond: 550,Alameda Dinamarca,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-526m2-RS2100000/id-30094025/
Senador Canedo,GO,Residencial Marília,CASA,136²,3,2,4,400000.0,"Rua Cascavel, sn",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-marilia-214m2-RS400000/id-22640891/
Senador Canedo,GO,Residencial Condomínio Jardim Veneza,CASA,186²,3,4,4, 1200000Cond: 300,"Rua Jv 17, S/N",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-condominio-jardim-veneza-360m2-RS1200000/id-16141924/
Senador Canedo,GO,Residencial Marília,LOTE,250²,,,,388795.0,"Avenida Progresso, 10",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-residencial-marilia-250m2-RS388795/id-24068275/
Senador Canedo,GO,Jardins Turim,LOTE,260²,,,,100000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-turim-260m2-RS100000/id-31219156/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,180²,4,5,4,1089000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-180m2-RS1089000/id-31089380/
Senador Canedo,GO,Área Administrativa,ÁGIO,257²,4,4,2,1000000.0,"Rua Jbe 12, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-area-administrativa-257m2-RS1000000/id-29018244/
Senador Canedo,GO,Jardins Bolonha,CASA,235²,4,5,2,2190000.0,"Avenida José Frauzino, 1",https://www.chavesnamao.com.br/imovel/casa-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-300m2-RS2190000/id-28820219/
Senador Canedo,GO,Estância Vargem Bonita,ÁGIO,100²,3,2,2, 895500Cond: 450,"Go-020 - Jardins Berlim, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-estancia-vargem-bonita-100m2-RS895500/id-31050130/
Senador Canedo,GO,Jardins Parma,ÁGIO,312²,,,,88500.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-parma-312m2-RS88500/id-30800878/
Senador Canedo,GO,Condomínio Alto da Boa Vista,CASA,140²,3,4,2,1150000.0,"Go-020, Lt 26",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-condominio-alto-da-boa-vista-280m2-RS1150000/id-31245194/
Senador Canedo,GO,Jardins Parma,ÁGIO,250²,,,,268000.0,Avenida Parma,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-parma-250m2-RS268000/id-31659405/
Senador Canedo,GO,Jardins Parma,LOTE,265²,,,,104000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-parma-265m2-RS104000/id-30800865/
Senador Canedo,GO,Setor Central,SOBRADO,540²,4,5,5, 2399000Iptu: 267,Avenida Itapurã,https://www.chavesnamao.com.br/imovel/casa-a-venda-4-quartos-com-garagem-go-senador-canedo-setor-central-602m2-RS2399000/id-21995081/
Senador Canedo,GO,Jardins Bolonha,CASA,165²,3,4,2, 1250000Cond: 650,Avenida Arvoredo,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-300m2-RS1250000/id-25078756/
Senador Canedo,GO,Jardins Bolonha,SOBRADO,276²,4,5,4,1990000.0,"Avenida Arvoredo, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-345m2-RS1990000/id-32031851/
Senador Canedo,GO,Jardins Nápoles,CASA,263²,3,5,4, 1300000Cond: 450,"Rua Petúnia, 120",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-napoles-363m2-RS1300000/id-31322541/
Senador Canedo,GO,Jardins Capri,TERRENO,264²,,,,277000.0,"Rua Jardins, 00",https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-capri-264m2-RS277000/id-22934543/
Senador Canedo,GO,Jardins Capri,ÁGIO,367²,,,,367990.0,"Rua Violeta, 00",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-capri-367m2-RS367990/id-29017564/
Senador Canedo,GO,Condomínio Alto da Boa Vista,TERRENO,277²,,,, 312325Iptu: 500,"Ab 1, 17",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-277m2-RS312325/id-28531241/
Senador Canedo,GO,Recanto dos Sonhos,CONDOMÍNIOS,226²,3,4,4, 1580000Cond: 546,Rua Bromélias,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-recanto-dos-sonhos-258m2-RS1580000/id-31630666/
Senador Canedo,GO,Distrito Agroindustrial de Senador Canedo,OPUS,418²,,,,750000.0,"Rua 1, s/n",https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-distrito-agroindustrial-de-senador-canedo-418m2-RS750000/id-32031490/
Senador Canedo,GO,Condomínio Ecológico Mansões Morumbi,LINDA,400²,4,4,2,1350000.0,Rua Das Açucenas,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-condominio-ecologico-mansoes-morumbi-1400m2-RS1350000/id-32031373/
Senador Canedo,GO,Jardins Barcelona,LOTE,312²,,,,330000.0,Rua Adra,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-barcelona-RS330000/id-31979314/
Senador Canedo,GO,Condomínio Alto da Boa Vista,TERRENO,269²,,,, 303275Iptu: 500,"Ab 1, 7",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-269m2-RS303275/id-28531247/
Senador Canedo,GO,Jardins Bolonha,SOBRADO,240²,3,4,4, 1550000Cond: 772,Rua Dos Ipês,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-240m2-RS1550000/id-31416818/
Senador Canedo,GO,Distrito Agroindustrial de Senador Canedo,ÁGIO,250²,,,,168300.0,"Avenida Progresso, Quadra 11",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-distrito-agroindustrial-de-senador-canedo-250m2-RS168300/id-29761306/
Senador Canedo,GO,Jardins Turim,JARDINS,329²,,,,140000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-turim-329m2-RS140000/id-30800853/
Senador Canedo,GO,Condomínio Ecológico Mansões Morumbi,EXCELENTE,1350²,,,,370000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-condominio-ecologico-mansoes-morumbi-1350m2-RS370000/id-31219083/
Senador Canedo,GO,Jardins Turim,JARDINS,295²,,,,100000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-turim-295m2-RS100000/id-30800874/
Senador Canedo,GO,Jardins Nápoles,LOTE,360²,,,,342000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-napoles-360m2-RS342000/id-30800771/
Senador Canedo,GO,Estância Vargem Bonita,ÁGIO,100²,3,2,2, 1394863Cond: 450,"Jardins Berlim  - Go-020, 17",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-estancia-vargem-bonita-294m2-RS1394863/id-31934884/
Senador Canedo,GO,Residencial Marília,ÁGIO,261²,,,,133000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-residencial-marilia-261m2-RS133000/id-31219138/
Senador Canedo,GO,Residencial Prado,CASA,129²,3,2,5,500000.0,"Rua 115, 1",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-prado-249m2-RS500000/id-31167523/
Senador Canedo,GO,Jardins Parma,SOBRADO,154²,2,1,2, 1200000Cond: 850,"Rua Fontana, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-2-quartos-com-garagem-go-senador-canedo-jardins-parma-250m2-RS1200000/id-22404923/
Senador Canedo,GO,Jardins Barcelona,ÁGIO,300²,,,,301712.0,Rua Algar,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-barcelona-300m2-RS301712/id-29016875/
Senador Canedo,GO,Condomínio Alto da Boa Vista,TERRENO,270²,,,,330872.0,"Dos Bambus, 5",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-270m2-RS330872/id-28531260/
Senador Canedo,GO,Residencial Ravena,CASA,161²,3,2,4, 720000Iptu: 75,"Rua Rr 22, 9",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-ravena-322m2-RS720000/id-30028114/
Senador Canedo,GO,Terras Alpha Residencial 2,CASA,151²,3,5,4, 1100000Cond: 800,Alameda Turquia,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-2-305m2-RS1100000/id-27585906/
Senador Canedo,GO,Jardins Capri,CASA,331²,4,5,6, 2995000Cond: 620,"Velha - Residencial Marília, 1",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-capri-331m2-RS2995000/id-18823096/
Senador Canedo,GO,Jardins Bolonha,SOBRADO,240²,3,4,4, 1499000Cond: 642,"Rua Das Jequitibás, S/N",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-300m2-RS1499000/id-32031018/
Senador Canedo,GO,Setor Central,CASA,158²,3,3,3,1100000.0,"Residencial Marília, 01",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-setor-central-256m2-RS1100000/id-29017689/
Senador Canedo,GO,Jardins Porto,CASA,155²,,1,4,1360000.0,"Via Costeira, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-com-garagem-go-senador-canedo-jardins-porto-309m2-RS1360000/id-31602131/
Senador Canedo,GO,Residencial Marília,ÁGIO,261²,,,,368000.0,Rua Jt 26,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-residencial-marilia-261m2-RS368000/id-31009827/
Senador Canedo,GO,Condomínio Alto da Boa Vista,TERRENO,272²,,,, 312325Iptu: 500,"Ab 1, 28",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-272m2-RS312325/id-28531234/
Senador Canedo,GO,Residencial Vale Verde,SOBRADO,418²,4,5,4, 3650000Cond: 670,"Rua Vv 1, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-residencial-vale-verde-440m2-RS3650000/id-32032114/
Senador Canedo,GO,Jardins Capri,SOBRADO,181²,4,3,4, 1265000Cond: 476,"Rua Alfazema, 4",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-capri-250m2-RS1265000/id-25315499/
Senador Canedo,GO,Residencial Villa Verde,CONDOMÍNIO,175²,3,4,2,1170000.0,Avenida Dos Flamboyants,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-villa-verde-1055m2-RS1170000/id-29018848/
Senador Canedo,GO,Residencial Marília,ÁGIO,274²,,,, 329112Iptu: 1948,"Avenida Progresso, Sem numero",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-residencial-marilia-274m2-RS329112/id-29019098/
Senador Canedo,GO,Residencial Marília,JARDINS,445²,,,, 499000Iptu: 600,"Go 403, LT 14",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-residencial-marilia-445m2-RS499000/id-29020296/
Senador Canedo,GO,Jardins Bolonha,LINDA,160²,3,4,2,1050000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-160m2-RS1050000/id-30800739/
Senador Canedo,GO,Residencial Villa Verde,CASA,280²,4,5,6, 2100000Iptu: 110,Rua Das Siriguelas,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-residencial-villa-verde-1200m2-RS2100000/id-31050118/
Senador Canedo,GO,Jardins Porto,SOBRADO,220²,4,5,3,1790000.0,"Rua Elba, 10",https://www.chavesnamao.com.br/imovel/casa-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-porto-321m2-RS1790000/id-29018389/
Senador Canedo,GO,Terras Alpha Residencial 2,CASA,151²,3,4,2, 950000Cond: 500,"Alameda Bulgária, 32",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-2-300m2-RS950000/id-27731535/
Senador Canedo,GO,Setor Central,CASA,257²,3,3,2, 1690000Cond: 850,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-setor-central-1166m2-RS1690000/id-25889298/
Senador Canedo,GO,Jardins Capri,ÁGIO,284²,,,,294000.0,"Rua Lavanda, 00",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-capri-284m2-RS294000/id-29019518/
Senador Canedo,GO,Jardim Todos os Santos,CASA,166²,3,5,2,670000.0,Rua Joaquim Marcos Arruda,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-jardim-todos-os-santos-166m2-RS670000/id-26122422/
Senador Canedo,GO,Residencial Boa Esperança,CASA,200²,3,2,2, 470000Iptu: 100,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-boa-esperanca-200m2-RS470000/id-31445559/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,360²,3,4,4,1095000.0,"Noruega, 24",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1095000/id-26307670/
Senador Canedo,GO,Condomínio Alto da Boa Vista,CONDOMÍNIO,5098²,,,,1400000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-5098m2-RS1400000/id-29539786/
Senador Canedo,GO,Jardins Capri,LOTE,283²,,,,293895.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-capri-283m2-RS293895/id-31219093/
Senador Canedo,GO,Condomínio Alto da Boa Vista,ALTO,300²,3,4,, 2400000Cond: 1305,"Alameda Monjoleiro, s/n",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-go-senador-canedo-condominio-alto-da-boa-vista-5105m2-RS2400000/id-32031361/
Senador Canedo,GO,Jardins Porto,ÁGIO,338²,,,,190000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-porto-338m2-RS190000/id-30800836/
Senador Canedo,GO,Jardins Nápoles,LOTE,386²,,,,360000.0,"Jasmim, 22",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-napoles-386m2-RS360000/id-28165994/
Senador Canedo,GO,Condomínio Alto da Boa Vista,ÁGIO,348²,,,,435000.0,"Go-020, S-N",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-348m2-RS435000/id-29016698/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,185²,4,5,4, 1135000Cond: 500,"Alameda Noruega, sn",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1135000/id-24880203/
Senador Canedo,GO,Residencial Buriti,CASA,89²,2,2,2,300000.0,"Avenida Buriti, 01",https://www.chavesnamao.com.br/imovel/casa-a-venda-2-quartos-com-garagem-go-senador-canedo-residencial-buriti-180m2-RS300000/id-27629799/
Senador Canedo,GO,Jardins Porto,CASA,181²,4,1,4,1380000.0,"Rua Suvannah, S/N",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-porto-326m2-RS1380000/id-30736672/
Senador Canedo,GO,Jardins Parma,TERRENO,274²,,,, 275000Iptu: 200,Rua Vivaldi,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-parma-274m2-RS275000/id-21836616/
Senador Canedo,GO,Jardins Porto,CASA,180²,3,4,4,1550000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-porto-180m2-RS1550000/id-31089335/
Senador Canedo,GO,Solar Park Ilhabela,CASA,100²,3,2,2,350000.0,"Avenida Presidente Vargas, 12",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-solar-park-ilhabela-150m2-RS350000/id-27642120/
Senador Canedo,GO,Residencial Pedro Viana,CASA,281²,3,2,3,250000.0,"Rua Pedro Dionísio, 000",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-pedro-viana-300m2-RS250000/id-29017339/
Senador Canedo,GO,Jardins Porto,CASA,169²,3,4,4,1200000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-porto-169m2-RS1200000/id-30800720/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,180²,3,4,4,1050000.0,"Alameda Noruega, 150",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1050000/id-31878921/
Senador Canedo,GO,Residencial Marília,CASA,204²,3,3,4, 1530000Cond: 500,Rua Lírio-do-vento,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-marilia-360m2-RS1530000/id-30254635/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,180²,,3,,1400000.0,Avenida Alphaville,https://www.chavesnamao.com.br/imovel/casa-a-venda-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1400000/id-29646949/
Senador Canedo,GO,Jardins Parma,CASA,207²,4,4,4, 1800000Cond: 650,"Rua Piemonte, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-parma-279m2-RS1800000/id-32031815/
Senador Canedo,GO,Terras Alpha Residencial 2,CASA,185²,4,5,2, 1490000Iptu: 3000,Alameda Ucrânia,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-2-371m2-RS1490000/id-30587390/
Senador Canedo,GO,Jardins Capri,SOBRADO,256²,4,4,4,2300000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-capri-256m2-RS2300000/id-30800622/
Senador Canedo,GO,Condomínio Alto da Boa Vista,TERRENO,290²,,,, 337306Iptu: 600,"Ab 1, 17",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-290m2-RS337306/id-28531242/
Senador Canedo,GO,Jardins Barcelona,CONDOMINIO,159²,3,4,4, 1299000Cond: 700,"Rua Cetina, S/N",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-barcelona-300m2-RS1299000/id-29018923/
Senador Canedo,GO,Jardins Frankfurt,JARDINS,110²,3,2,2,1028417.0,"Rua Jf-27, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-frankfurt-261m2-RS1028417/id-32030607/
Senador Canedo,GO,Residencial Condomínio Jardim Veneza,CASA,198²,3,4,4, 1350000Cond: 320,"Rua Jv 1 Q 22, 10",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-condominio-jardim-veneza-360m2-RS1350000/id-24400957/
Senador Canedo,GO,Jardins Bolonha,CASA,213²,3,4,4, 1595000Cond: 800,"Avenida Arvoredo, 3",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-360m2-RS1595000/id-26506057/
Senador Canedo,GO,Jardins Porto,JARDINS,300²,,,,325500.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-porto-300m2-RS325500/id-30800777/
Senador Canedo,GO,Jardins Bolonha,SOBRADO,250²,4,6,4,1750000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-250m2-RS1750000/id-31089310/
Senador Canedo,GO,Terras Alpha Residencial 2,LOTE,300²,,,,190000.0,Alameda Croácia,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-terras-alpha-residencial-2-300m2-RS190000/id-29017581/
Senador Canedo,GO,Jardins Bolonha,ÁGIO,355²,,,,399000.0,"Avenida José Frauzino, 00",https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-bolonha-355m2-RS399000/id-29016689/
Senador Canedo,GO,Condomínio Alto da Boa Vista,TERRENO,330²,,,, 372011Iptu: 500,"Ab 1, 18",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-330m2-RS372011/id-28531244/
Senador Canedo,GO,Residencial Marília,TERRENO,260²,,,,513295.0,"Progresso Km, 6",https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-residencial-marilia-RS513295/id-17757165/
