titulo,bairro,descricao,m2,quartos,banheiros,garagem,valor,link
"Rua 1124, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 125 m²,125.0,3.0,,,1600000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-1124-1132361
"Rodovia GO 020, JARDINS FRANCA, GOIANIA",,Venda Lote/Terreno/Área 405 m²,405.0,,,,885000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-jardins-franca-goiania-go-rodovia-go-020-1128403
"AVENIDA FABRIL, VILA FABRIL, ANAPOLIS",,Venda Apartamento 47 m²,47.0,2.0,,,175000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-vila-fabril-anapolis-go-avenida-fabril-1113268
"Rua C 250, SETOR NOVA SUICA, GOIANIA",SETOR NOVA SUICA,Venda Apartamento 177 m²,177.0,3.0,,,1450000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-nova-suica-goiania-go-rua-c-250-1164751
"AVENIDA T 05, SERRINHA, GOIANIA",,Venda Apartamento 116 m²,116.0,3.0,,,844888.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-serrinha-goiania-go-avenida-t-05-1136235
"AVENIDA ARAGUAIA, LOURDES, ANAPOLIS",,Venda Casa 142 m²,142.0,3.0,,,510000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-lourdes-anapolis-go-avenida-araguaia-903700
"AVENIDA PRIMEIRA RADIAL, SETOR PEDRO LUDOVICO, GOIANIA",SETOR PEDRO LUDOVICO,Venda Apartamento 111 m²,111.0,3.0,,,1199000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-pedro-ludovico-goiania-go-avenida-primeira-radial-1178213
"Rua JOSE SALUSTIANO, VILA ROSA, GOIANIA",,Venda Apartamento 125 m²,125.0,3.0,,,890000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-vila-rosa-goiania-go-rua-jose-salustiano-1086367
"Rua 145, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Hotel Flat 31 m²,31.0,1.0,,,370000.0,https://www.62imoveis.com.br/imovel/hotel-flat-1-quarto-venda-setor-marista-goiania-go-rua-145-412820
"Rua SB 30, LOTEAMENTO PORTAL DO SOL II, GOIANIA",,Venda Casa Condominio 247 m²,247.0,3.0,,,1950000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-loteamento-portal-do-sol-ii-goiania-go-rua-sb-30-1053868
"AVENIDA COMERCIAL, PARQUE RIO BRANCO, VALPARAISO DE GOIAS",,Venda Loteamento 200 m²,200.0,,,,200000.0,https://www.62imoveis.com.br/imovel/loteamento-0-quartos-venda-parque-rio-branco-valparaiso-de-goias-go-avenida-comercial-1131172
"Rua C 238, JARDIM AMERICA, GOIANIA",,Venda Apartamento 131 m²,131.0,3.0,,,960000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-rua-c-238-1173406
"PRACA CORONEL VICENTE SANCHES DE ALMEIDA, SETOR CRIMEIA LESTE, GOIANIA",SETOR CRIMEIA LESTE,Venda Apartamento 62 m²,62.0,2.0,,,345000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-crimeia-leste-goiania-go-praca-coronel-vicente-sanches-de-almeida-1160171
"Rua 12, CARDOSO CONTINUACAO, APARECIDA DE GOIANIA",,Venda Casa 130 m²,130.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-cardoso-continuacao-aparecida-de-goiania-go-rua-12-1149718
"Rua SALVADOR, PARQUE AMAZONIA, GOIANIA",,Venda Apartamento 75 m²,75.0,3.0,,,455000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-parque-amazonia-goiania-go-rua-salvador-1121202
"Rua C 239, JARDIM AMERICA, GOIANIA",,Venda Apartamento 110 m²,110.0,3.0,,,910000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-rua-c-239-1176482
"Rua 13, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 223 m²,223.0,3.0,,,2200000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-13-919652
"TRINDADE, TRINDADE, TRINDADE",,"Venda Rural 0,10 ha",,4.0,,,490000.0,https://www.62imoveis.com.br/imovel/rural-4-quartos-venda-trindade-trindade-go-trindade-1104218
"Rua K, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 64 m²,64.0,2.0,,,590000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-oeste-goiania-go-rua-k-1154909
"Rua 07, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 222 m²,222.0,3.0,,,2200000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-07-1065283
"Rua GETULIO VARGAS, PARQUE ANHANGUERA, GOIANIA",,Venda Casa 340 m²,340.0,3.0,,,850000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-anhanguera-goiania-go-rua-getulio-vargas-1169954
"AVENIDA MATO VERDE, JIBRAN EL HADJ, ANAPOLIS",,Venda Casa 270 m²,270.0,3.0,,,749000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jibran-el-hadj-anapolis-go-avenida-mato-verde-1108522
"Rua RA 02, RESIDENCIAL ARAGUAIA, ANAPOLIS",,Venda Casa 120 m²,120.0,3.0,,,420000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-araguaia-anapolis-go-rua-ra-02-1052268
"Rua 1138, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 120 m²,120.0,3.0,,,1380000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-1138-1037601
"Rua JURITI, SETOR LAGO DOS BURITIS, ANAPOLIS",SETOR LAGO DOS BURITIS,Venda Casa 130 m²,130.0,3.0,,,560000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-lago-dos-buritis-anapolis-go-rua-juriti-1106611
"Rua CACHOEIRA DOURADA, JARDIM DAS OLIVEIRAS, ANAPOLIS",,Venda Casa 130 m²,130.0,3.0,,,380000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-das-oliveiras-anapolis-go-rua-cachoeira-dourada-705856
"Rua DAS AROEIRAS, RESIDENCIAL ALDEIA DO VALE, GOIANIA",,Venda Casa Condominio 532 m²,532.0,4.0,,,8000000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-aldeia-do-vale-goiania-go-rua-das-aroeiras-1114219
"Rua ECOPOCU, JARDIM HELVECIA, APARECIDA DE GOIANIA",,Venda Casa 175 m²,175.0,3.0,,,1200000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-helvecia-aparecida-de-goiania-go-rua-ecopocu-1119210
"PRACA CORONEL INACIO ELIAS BUFAICAL, PARQUE AMAZONIA, GOIANIA",,Venda Casa 120 m²,120.0,3.0,,,1029000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-amazonia-goiania-go-praca-coronel-inacio-elias-bufaical-1169886
"Rua 148, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 287 m²,287.0,4.0,,,4305000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-148-1037908
"AVENIDA FLORESTA, RESIDENCIAL ALDEIA DO VALE, GOIANIA",,Venda Casa Condominio 500 m²,500.0,4.0,,,12900000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-aldeia-do-vale-goiania-go-avenida-floresta-1028656
"Rua 1141, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 204 m²,204.0,4.0,,,2050000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-1141-1116082
"Alameda  Guamirim, CONDOMINIO ALPHAVILLE ANAPOLIS, ANAPOLIS",,Venda Casa Condominio 220 m²,220.0,3.0,,,2400000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-condominio-alphaville-anapolis-anapolis-go-alameda--guamirim-1069949
"Rua 04, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 360 m²,360.0,5.0,,,1149900.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-rua-04-1178148
"Rua 17 A, SETOR AEROPORTO, GOIANIA",SETOR AEROPORTO,Venda Apartamento 77 m²,77.0,3.0,,,370000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-aeroporto-goiania-go-rua-17-a-1179628
"Rua T 47, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 136 m²,136.0,3.0,,,995000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-t-47-1046582
"Rua SALGUEIRO, JARDIM MARILIZA, GOIANIA",,Venda Casa 127 m²,127.0,3.0,,,890000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-mariliza-goiania-go-rua-salgueiro-1131938
"Rua ASTURIAS, SETOR TRES MARIAS, GOIANIA",SETOR TRES MARIAS,Venda Casa 150 m²,150.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-tres-marias-goiania-go-rua-asturias-1041977
"Quadra 21 Conjunto B, PARQUE DA BARRAGEM SETOR 03, AGUAS LINDAS DE GOIAS",PARQUE DA BARRAGEM SETOR 03,Venda Casa 22429 m²,22429.0,3.0,,,499000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-da-barragem-setor-03-aguas-lindas-de-goias-go-quadra-21-conjunto-b-1072138
"AVENIDA C 107, JARDIM AMERICA, GOIANIA",,Venda Casa 166 m²,166.0,3.0,,,600000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-america-goiania-go-avenida-c-107-1116139
"Rua JV 16, RESIDENCIAL JARDIM VENEZA, SENADOR CANEDO",,Venda Casa Condominio 180 m²,180.0,3.0,,,950000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-residencial-jardim-veneza-senador-canedo-go-rua-jv-16-1110375
"Rua 07, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 66 m²,66.0,2.0,,,690000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-oeste-goiania-go-rua-07-1123428
"AVENIDA SEGUNDA AVENIDA, SETOR AEROPORTO SUL, APARECIDA DE GOIANIA",SETOR AEROPORTO SUL,Venda Lote/Terreno/Área 925 m²,925.0,,,,150000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-setor-aeroporto-sul-aparecida-de-goiania-go-avenida-segunda-avenida-1139412
"Alameda D 1, JARDINS MONACO, APARECIDA DE GOIANIA",,Venda Casa Condominio 199 m²,199.0,3.0,,,1750000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-jardins-monaco-aparecida-de-goiania-go-alameda-d-1-1123397
"Rua 16, JARDIM BONANCA, APARECIDA DE GOIANIA",,Venda Casa Condominio 187 m²,187.0,4.0,,,1100000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardim-bonanca-aparecida-de-goiania-go-rua-16-1144171
"Rua T 27, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 153 m²,153.0,3.0,,,1820000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-27-851409
"ESTANCIA PARAISO, ALTO PARAISO DE GOIAS, ALTO PARAISO DE GOIAS",,"Venda Rural 4,40 ha",,,,,2800000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-alto-paraiso-de-goias-alto-paraiso-de-goias-go-estancia-paraiso-1014001
"Quadra 27, RESIDENCIAL VILLA SUICA, CIDADE OCIDENTAL",,Venda Lote/Terreno/Área 355 m²,355.0,,,,200000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-residencial-villa-suica-cidade-ocidental-go-quadra-27-1102193
"BRITANIA, BRITANIA, BRITANIA",,Venda Ponto Comercial 854 m²,854.0,,,,4500000.0,https://www.62imoveis.com.br/imovel/ponto-comercial-0-quartos-venda-britania-britania-go-britania-1114178
"Rua GOIS, VILA GOIS, ANAPOLIS",,Venda Apartamento 72 m²,72.0,2.0,,,225000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-vila-gois-anapolis-go-rua-gois-1102055
"AVENIDA TORONTO, RESIDENCIAL CANADA, GOIANIA",,Venda Casa 172 m²,172.0,3.0,,,520000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-canada-goiania-go-avenida-toronto-915102
"Rua BERNARDO SAYAO, MARACANANZINHO, ANAPOLIS",,Venda Apartamento 36 m²,36.0,1.0,,,295000.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-maracananzinho-anapolis-go-rua-bernardo-sayao-1117793
"Residencial Damha II Quadra C2, RESIDENCIAL E COMERCIAL DAMHA, CIDADE OCIDENTAL",,Venda Lote/Terreno/Área 387 m²,387.0,,,,119000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-residencial-e-comercial-damha-cidade-ocidental-go-residencial-damha-ii-quadra-c2-939318
"AVENIDA B, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 124 m²,124.0,3.0,,,650000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-avenida-b-1110709
"AVENIDA SEGUNDA RADIAL, CARDOSO CONTINUACAO, APARECIDA DE GOIANIA",,Venda Casa 105 m²,105.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-cardoso-continuacao-aparecida-de-goiania-go-avenida-segunda-radial-1154511
"Rua COLONIA LIBANESA, POLOCENTRO L, ANAPOLIS",,Venda Casa 119 m²,119.0,3.0,,,480000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-polocentro-l-anapolis-go-rua-colonia-libanesa-1135801
"Rua  10, JARDIM DAS AMERICAS 2 ETAPA, ANAPOLIS",,Venda Apartamento 78 m²,78.0,3.0,,,410000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-das-americas-2-etapa-anapolis-go-rua--10-1164406
"AVENIDA SAO JOAO, ALTO DA GLORIA, GOIANIA",,Venda Apartamento 76 m²,76.0,3.0,,,429900.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-alto-da-gloria-goiania-go-avenida-sao-joao-948545
"Rua 1141, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 436 m²,436.0,3.0,,,3400000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-1141-1037618
"AVENIDA TUPY, JARDIM PETROPOLIS, GOIANIA",,Venda Galpão 1000 m²,1000.0,,,,1500000.0,https://www.62imoveis.com.br/imovel/galpo-0-quartos-venda-jardim-petropolis-goiania-go-avenida-tupy-1144874
"Rua GGC37, RESIDENCIAL GOIANIA GOLFE CLUBE, GOIANIA",,Venda Lote/Terreno/Área 406 m²,406.0,,,,650000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-residencial-goiania-golfe-clube-goiania-go-rua-ggc37-1115051
"Rua 34 A, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 206 m²,206.0,3.0,,,2467223.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-34-a-479751
"AVENIDA ARMANDO DE GODOY, SETOR NEGRAO DE LIMA, GOIANIA",SETOR NEGRAO DE LIMA,Venda Apartamento 90 m²,90.0,3.0,,,599000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-negrao-de-lima-goiania-go-avenida-armando-de-godoy-1148812
"Rua DO GUAIAMUM, JARDIM ATLANTICO, GOIANIA",,Venda Casa 150 m²,150.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-atlantico-goiania-go-rua-do-guaiamum-886384
"AVENIDA E, JARDIM GOIAS, GOIANIA",,Venda Apartamento 94 m²,94.0,2.0,,,640000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-jardim-goias-goiania-go-avenida-e-1127825
"AVENIDA 200, SETOR LESTE VILA NOVA, GOIANIA",SETOR LESTE VILA NOVA,Venda Casa 272 m²,272.0,4.0,,,1190000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-setor-leste-vila-nova-goiania-go-avenida-200-1037221
"AVENIDA INDEPENDENCIA, VILA ROSA, GOIANIA",,Venda Apartamento 56 m²,56.0,2.0,,,370000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-vila-rosa-goiania-go-avenida-independencia-499206
"Rua 15, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Hotel Flat 45 m²,45.0,1.0,,,550000.0,https://www.62imoveis.com.br/imovel/hotel-flat-1-quarto-venda-setor-marista-goiania-go-rua-15-1037468
"Rua T 29, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 142 m²,142.0,3.0,,,1050000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-29-1124694
"Rua T 37, SERRINHA, GOIANIA",,Venda Apartamento 110 m²,110.0,3.0,,,850000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-serrinha-goiania-go-rua-t-37-1146682
"Rua MMM9, SETOR TRES MARIAS, GOIANIA",SETOR TRES MARIAS,Venda Casa 86 m²,86.0,2.0,,,315000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-setor-tres-marias-goiania-go-rua-mmm9-1129697
"Rua CONDE MATARAZZO, PARQUE INDUSTRIAL PAULISTA, GOIANIA",,Venda Lote/Terreno/Área 2100 m²,2100.0,,,,1100000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-parque-industrial-paulista-goiania-go-rua-conde-matarazzo-1139293
"Rua 22, RESIDENCIAL VALE DO SOL, ANAPOLIS",,Venda Casa 172 m²,172.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-vale-do-sol-anapolis-go-rua-22-611858
"Rua 14, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 68 m²,68.0,2.0,,,890000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-oeste-goiania-go-rua-14-1178175
"Rua ASTHOLFO LEAO BORGES, RESIDENCIAL MORUMBI, GOIANIA",,Venda Casa 120 m²,120.0,3.0,,,580000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-morumbi-goiania-go-rua-astholfo-leao-borges-1052946
"Rua CARAXUE, PARQUE AMAZONIA, GOIANIA",,Venda Casa 374 m²,374.0,4.0,,,599000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-parque-amazonia-goiania-go-rua-caraxue-965598
"ESTRADA 104, CHACARAS RECREIO SAO JOAQUIM, GOIANIA",,Venda Casa 133 m²,133.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-chacaras-recreio-sao-joaquim-goiania-go-estrada-104-1165374
"Rua 72, JARDIM GOIAS, GOIANIA",,Venda Apartamento 232 m²,232.0,4.0,,,1980000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-jardim-goias-goiania-go-rua-72-1037474
"Rua CARLINHOS JOSE RIBEIRO, VILA JAIARA, ANAPOLIS",,Venda Apartamento 55 m²,55.0,2.0,,,280000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-vila-jaiara-anapolis-go-rua-carlinhos-jose-ribeiro-633592
"Rua RC 01, RESIDENCIAL CANADA, GOIANIA",,Venda Casa 360 m²,360.0,3.0,,,560000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-canada-goiania-go-rua-rc-01-1106821
"Rua T 35, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 207 m²,207.0,4.0,,,2200000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-bueno-goiania-go-rua-t-35-1078690
"Rua CANUMA, PARQUE AMAZONIA, GOIANIA",,Venda Apartamento 70 m²,70.0,3.0,,,495000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-parque-amazonia-goiania-go-rua-canuma-1126087
"Rua 147, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 115 m²,115.0,3.0,,,1118790.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-147-1037779
"Rua S 06, SETOR BELA VISTA, GOIANIA",SETOR BELA VISTA,Venda Apartamento 66 m²,66.0,2.0,,,330000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bela-vista-goiania-go-rua-s-06-1123896
"Rua P 42, SETOR DOS FUNCIONARIOS, GOIANIA",SETOR DOS FUNCIONARIOS,Venda Casa 382 m²,382.0,3.0,,,1350000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-dos-funcionarios-goiania-go-rua-p-42-1023103
"Rua 28, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 560 m²,560.0,5.0,,,5890000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-28-1037718
"Rua Tibre, JARDINS BARCELONA, SENADOR CANEDO",,Venda Lote/Terreno/Área 300 m²,300.0,,,,310000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-jardins-barcelona-senador-canedo-go-rua-tibre-1090682
"Senador Canedo, SENADOR CANEDO, SENADOR CANEDO",,Venda Casa Condominio 172 m²,172.0,3.0,,,1500000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-senador-canedo-senador-canedo-go-senador-canedo-1171479
"Rua MELCHIADES JOSE DA SILVA, SETOR ORIENTEVILLE, GOIANIA",SETOR ORIENTEVILLE,Venda Casa 108 m²,108.0,3.0,,,380000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-orienteville-goiania-go-rua-melchiades-jose-da-silva-1032401
"Rua PP 15, PARQUE DOS PIRINEUS, ANAPOLIS",,Venda Casa 75 m²,75.0,2.0,,,280000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-parque-dos-pirineus-anapolis-go-rua-pp-15-765594
"AVENIDA T 5 ATE 1366 LADO PAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 78 m²,78.0,2.0,,,439000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-avenida-t-5-ate-1366-lado-par-1136274
"Rua A 20, VILA DOS ALPES, GOIANIA",,Venda Apartamento 74 m²,74.0,3.0,,,410000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-vila-dos-alpes-goiania-go-rua-a-20-1122338
"Rua T 51, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 70 m²,70.0,2.0,,,640000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-51-1114165
"Rua 09, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 28 m²,28.0,1.0,,,250000.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-oeste-goiania-go-rua-09-1141217
"AVENIDA T 11, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Sala 43 m²,43.0,,,,795000.0,https://www.62imoveis.com.br/imovel/sala-0-quartos-venda-setor-bueno-goiania-go-avenida-t-11-1054876
"Rua T 37 ATE 4088 LADO PAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 66 m²,66.0,2.0,,,750000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-37-ate-4088-lado-par-1113369
"Rua T 30, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 125 m²,125.0,3.0,,,1120000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-30-683663
"Rua 115F, SETOR SUL, GOIANIA",SETOR SUL,Venda Casa 202 m²,202.0,4.0,,,1690000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-setor-sul-goiania-go-rua-115f-1162785
"Rua 09, SETOR MARISTA SUL, APARECIDA DE GOIANIA",SETOR MARISTA SUL,Venda Casa 106 m²,106.0,3.0,,,330000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-marista-sul-aparecida-de-goiania-go-rua-09-1004052
"Avenida Milão, RESIDENCIAL ELDORADO, GOIANIA",,Venda Apartamento 80 m²,80.0,3.0,,,375000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-residencial-eldorado-goiania-go-avenida-milao-1087041
"Rua PRESIDENTE MARTINEZ, JARDIM PRESIDENTE, GOIANIA",,Venda Casa 237 m²,237.0,2.0,,,600000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-jardim-presidente-goiania-go-rua-presidente-martinez-1116267
"AVENIDA PAISSANDU, JARDIM CRISTAL, APARECIDA DE GOIANIA",,Venda Casa Condominio 152 m²,152.0,3.0,,,1500000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-jardim-cristal-aparecida-de-goiania-go-avenida-paissandu-872802
"Rua S 03, SETOR BELA VISTA, GOIANIA",SETOR BELA VISTA,Venda Apartamento 72 m²,72.0,3.0,,,330000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bela-vista-goiania-go-rua-s-03-1149850
"Quadra 39, RESIDENCIAL VILLA SUICA, CIDADE OCIDENTAL",,Venda Casa 450 m²,450.0,4.0,,,1390000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-residencial-villa-suica-cidade-ocidental-go-quadra-39-1078693
"Rua T 55, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Hotel Flat 43 m²,43.0,1.0,,,690000.0,https://www.62imoveis.com.br/imovel/hotel-flat-1-quarto-venda-setor-bueno-goiania-go-rua-t-55-1118624
